county,fact,fact_label,verdict,matched_text,why,pages_captured
live_oak,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
live_oak,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
llano,polling_hours,Polling hours,Matches expected,[elections] Polls will be open 7:00am until 7:00 pm at each location,parsed 7:00-19:00,3
llano,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",3
llano,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",3
llano,early_voting_window,Early voting window,Matches expected,"[elections] Early voting will begin on Monday, October 19, 2026 through Friday, October 30, 2026","(2026, 10, 19)..(2026, 10, 30)",3
loving,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
loving,election_date,Next election date,Matches expected,"[elections] NOV. 3RD, 2026, GENERAL ELECTION","(2026, 11, 3)",2
loving,registration_deadline,Registration deadline,Matches expected,"[elections] Last day to register to vote: Monday, October 5, 2026","(2026, 10, 5)",2
loving,early_voting_window,Early voting window,Matches expected,"[elections] First day for Early Voting in person: Oct. 19th - 23rd, 8:00 A.M. - 5:00 P.M. Oct. 24th, 7:00 A.M. - 7:00 P.M.","(2026, 10, 19)..(2026, 10, 30)",2
lubbock,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
lubbock,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026 General and Special Elections","(2026, 11, 3)",5
lubbock,registration_deadline,Registration deadline,Matches expected,"[elections] Last Day to Register to Vote for Election: Monday, October 5, 2026","(2026, 10, 5)",5
lubbock,early_voting_window,Early voting window,Matches expected,"[elections] Early Voting: Monday, October 19, 2026 through Friday, October 30, 2026","(2026, 10, 19)..(2026, 10, 30)",5
lynn,polling_hours,Polling hours,Matches expected,[elections] 7:00 AM to 7:00 PM,parsed 7:00-19:00,2
lynn,election_date,Next election date,Matches expected,"[elections] November 3, 2026","(2026, 11, 3)",2
lynn,registration_deadline,Registration deadline,Shows only a past election,[elections] -Last Day to Apply for Ballot by Mail,"latest date stated is (2026, 5, 18), already past",2
lynn,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
madison,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
madison,election_date,Next election date,Matches expected,"[elections] November 3, 2026","(2026, 11, 3)",2
madison,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
madison,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
marion,polling_hours,Polling hours,Matches expected,[early_voting] Polls are open on Election Day from 7 am to 7 pm,parsed 7:00-19:00,4
marion,election_date,Next election date,Never states it,,no election-day date found in election context,4
marion,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
marion,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
martin,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
martin,election_date,Next election date,Never states it,,no election-day date found in election context,2
martin,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
martin,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
mason,polling_hours,Polling hours,Matches expected,"[elections] October 26-30, 2026         7:00am - 7:00pm",parsed 7:00-19:00,2
mason,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
mason,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026 is the LAST day to register for the November General Election.","(2026, 10, 5)",2
mason,early_voting_window,Early voting window,States something else,[elections] Logic and Accuracy Testing (1) Date:,"states [(2026, 10, 23), (2026, 11, 3)], expected (2026, 10, 19)..(2026, 10, 30)",2
matagorda,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
matagorda,election_date,Next election date,Never states it,,no election-day date found in election context,2
matagorda,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
matagorda,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
maverick,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
maverick,election_date,Next election date,Matches expected,[elections] Nov 3,"(2026, 11, 3)",2
maverick,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
maverick,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
mcculloch,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
mcculloch,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",4
mcculloch,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
mcculloch,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
mclennan,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
mclennan,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026 Joint General Election","(2026, 11, 3)",5
mclennan,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
mclennan,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
mcmullen,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
mcmullen,election_date,Next election date,Matches expected,"[elections] General Election, November 3, 2026","(2026, 11, 3)",2
mcmullen,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
mcmullen,early_voting_window,Early voting window,Shows only a past election,"[elections] 6.4.2026 Notice of Canvassing of the May 26, 2026 Joint Primary Runoff Election","latest window stated is [(2026, 5, 26), (2026, 5, 2)], already past",2
medina,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
medina,election_date,Next election date,Matches expected,"[elections] The last day to register to vote for the November 3, 2026 Joint General Election is Monday, October 5, 2026. C","(2026, 11, 3)",2
medina,registration_deadline,Registration deadline,Matches expected,"[elections] The last day to register to vote for the November 3, 2026 Joint General Election is Monday, October 5, 2026. C","(2026, 10, 5)",2
medina,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
menard,polling_hours,Polling hours,Matches expected,"[elections] Tuesday May 26, 7:00 am - 7:00 pm",parsed 7:00-19:00,2
menard,election_date,Next election date,Shows only a past election,"[elections] Tuesday May 26, 7:00 am - 7:00 pm","latest date stated is (2026, 5, 26), already past",2
menard,registration_deadline,Registration deadline,Matches expected,"[elections] Voter registration, Monday April 27, 2026 is the last day to register to vote for the Tuesday, May 26, 2026 el","(2026, 10, 5)",2
menard,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
midland,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
midland,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026 Joint General Election","(2026, 11, 3)",5
midland,registration_deadline,Registration deadline,Matches expected,"[early_voting] Monday, October 5, 2026.","(2026, 10, 5)",5
midland,early_voting_window,Early voting window,Matches expected,"[early_voting] Monday, October 19 through Friday, October 30, 2026.","(2026, 10, 19)..(2026, 10, 30)",5
milam,polling_hours,Polling hours,Matches expected,"[elections] You may hand-deliver your own individual mailed ballot to the Milam County Elections Office, 107 West Main St.",parsed 7:00-19:00,4
milam,election_date,Next election date,Matches expected,[elections] NOVEMBER 3 2026 GENERAL ELECTION,"(2026, 11, 3)",4
milam,registration_deadline,Registration deadline,Shows only a past election,[elections] EARLY VOTING ROSTERS,"latest date stated is (2026, 5, 2), already past",4
milam,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
mills,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
mills,election_date,Next election date,Never states it,,no election-day date found in election context,2
mills,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
mills,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
mitchell,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
mitchell,election_date,Next election date,Never states it,,no election-day date found in election context,2
mitchell,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
mitchell,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
montague,polling_hours,Polling hours,Matches expected,[polling] 7:00 AM - 7:00 PM,parsed 7:00-19:00,5
montague,election_date,Next election date,Matches expected,"[results] November 3, 2026","(2026, 11, 3)",5
montague,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
montague,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
montgomery,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
montgomery,election_date,Next election date,Matches expected,"[elections] November 3, 2026 Joint Election","(2026, 11, 3)",4
montgomery,registration_deadline,Registration deadline,Matches expected,"[elections] October 5, 2026","(2026, 10, 5)",4
montgomery,early_voting_window,Early voting window,States something else,"[elections] NOVEMBER 3, 2026 JOINT ELECTION IS","states [(2026, 11, 3), (2026, 10, 5)], expected (2026, 10, 19)..(2026, 10, 30)",4
moore,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
moore,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026 GENERAL ELECTION","(2026, 11, 3)",2
moore,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
moore,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
morris,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
morris,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026 ELECTIONS","(2026, 11, 3)",2
morris,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
morris,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
motley,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
motley,election_date,Next election date,Never states it,,no election-day date found in election context,2
motley,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
motley,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
nacogdoches,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
nacogdoches,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
nacogdoches,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
nacogdoches,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
navarro,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
navarro,election_date,Next election date,Matches expected,"[homepage] November 3rd, 2026 General Election","(2026, 11, 3)",2
navarro,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
navarro,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
newton,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
newton,election_date,Next election date,Never states it,,no election-day date found in election context,2
newton,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
newton,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
nolan,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
nolan,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026","(2026, 11, 3)",2
nolan,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",2
nolan,early_voting_window,Early voting window,States something else,[elections] Last Day to Register to Vote,"states [(2026, 10, 5), (2026, 10, 19)], expected (2026, 10, 19)..(2026, 10, 30)",2
nueces,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
nueces,election_date,Next election date,Never states it,,no election-day date found in election context,3
nueces,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5th:","(2026, 10, 5)",3
nueces,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
ochiltree,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
ochiltree,election_date,Next election date,Matches expected,"[elections] November 3, 2026 - General Election","(2026, 11, 3)",2
ochiltree,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",2
ochiltree,early_voting_window,Early voting window,Matches expected,"[elections] Monday, October 19, 2026","(2026, 10, 19)..(2026, 10, 30)",2
oldham,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
oldham,election_date,Next election date,Never states it,,no election-day date found in election context,2
oldham,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
oldham,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
orange,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
orange,election_date,Next election date,Matches expected,"[early_voting] General Election - November 3, 2026","(2026, 11, 3)",4
orange,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
orange,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
palo_pinto,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
palo_pinto,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",3
palo_pinto,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
palo_pinto,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
panola,polling_hours,Polling hours,Matches expected,"[elections] On Election Day, all polling locations will be open 7 am to 7 pm.",parsed 7:00-19:00,2
panola,election_date,Next election date,Shows only a past election,[elections] May 26th Primary Runoff Election (PNG),"latest date stated is (2026, 5, 26), already past",2
panola,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
panola,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
parker,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
parker,election_date,Next election date,Never states it,,no election-day date found in election context,2
parker,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
parker,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
parmer,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
parmer,election_date,Next election date,Matches expected,"[elections] November 3, 2026 Elections","(2026, 11, 3)",2
parmer,registration_deadline,Registration deadline,Matches expected,[elections] 2026 General Election is Oct. 5,"(2026, 10, 5)",2
parmer,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
pecos,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
pecos,election_date,Next election date,Matches expected,"[elections] November 3, 2026 Regular Election","(2026, 11, 3)",4
pecos,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
pecos,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
polk,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
polk,election_date,Next election date,Shows only a past election,[elections] May 26 2026 Primary Partial Manual Count,"latest date stated is (2026, 5, 26), already past",3
polk,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
polk,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
potter,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
potter,election_date,Next election date,Matches expected,"[elections] November 3, 2026","(2026, 11, 3)",5
potter,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
potter,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
presidio,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
presidio,election_date,Next election date,Matches expected,"[elections] (November 3rd, 2026)","(2026, 11, 3)",2
presidio,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
presidio,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
rains,polling_hours,Polling hours,Matches expected,[elections] 7:00 a.m. to 7:00 p.m. Vote at your precinct,parsed 7:00-19:00,2
rains,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026: GENERAL (GOVERNOR) ELECTION","(2026, 11, 3)",2
rains,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",2
rains,early_voting_window,Early voting window,Never states it,,lists days inside the expected window but never states it,2
randall,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
randall,election_date,Next election date,Never states it,,no election-day date found in election context,2
randall,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
randall,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
reagan,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
reagan,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
reagan,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
reagan,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
real,polling_hours,Polling hours,Matches expected,[elections] Texas law permits anyone to vote who is registered and eligible within the political jurisdiction holding an e,parsed 7:00-19:00,2
real,election_date,Next election date,Never states it,,no election-day date found in election context,2
real,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
real,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
red_river,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
red_river,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election Information","(2026, 11, 3)",2
red_river,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
red_river,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
reeves,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,4
reeves,election_date,Next election date,Never states it,,no election-day date found in election context,4
reeves,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
reeves,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
refugio,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
refugio,election_date,Next election date,Matches expected,[early_voting] 2026 - NOVEMBER 3 - GENERAL ELECTION,"(2026, 11, 3)",5
refugio,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
refugio,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
roberts,polling_hours,Polling hours,Matches expected,[elections] 7:00am-7:00pm Election Day.,parsed 7:00-19:00,2
roberts,election_date,Next election date,Shows only a past election,"[elections] Tuesday, March 3, 2026","latest date stated is (2026, 3, 3), already past",2
roberts,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
roberts,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
robertson,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
robertson,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026","(2026, 11, 3)",3
robertson,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
robertson,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
rockwall,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
rockwall,election_date,Next election date,Matches expected,"[elections] The General Election takes place on November 3, 2026","(2026, 11, 3)",5
rockwall,registration_deadline,Registration deadline,Matches expected,"[elections] October 5, 2026 – Last Day to","(2026, 10, 5)",5
rockwall,early_voting_window,Early voting window,Matches expected,"[elections] October 19, 2026 – First Day of Early Voting by Personal Appearance","(2026, 10, 19)..(2026, 10, 30)",5
runnels,polling_hours,Polling hours,Matches expected,"[elections] Election Day May 26, 2026  Hours  7:00am- 7:00pm  Location 600 strong Ave",parsed 7:00-19:00,2
runnels,election_date,Next election date,Shows only a past election,"[elections] Election Day May 26, 2026  Hours  7:00am- 7:00pm  Location 600 strong Ave","latest date stated is (2026, 5, 26), already past",2
runnels,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
runnels,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
rusk,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
rusk,election_date,Next election date,Shows only a past election,[results] 3/3/2026,"latest date stated is (2026, 3, 3), already past",3
rusk,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
rusk,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
sabine,polling_hours,Polling hours,Matches expected,[early_voting] Election Day: 7AM-7PM,parsed 7:00-19:00,5
sabine,election_date,Next election date,Shows only a past election,"[elections] MAY 26, 2026 PRIMARY RUNOFF ELECTION","latest date stated is (2026, 5, 26), already past",5
sabine,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
sabine,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
san_augustine,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
san_augustine,election_date,Next election date,Matches expected,[elections] Polling Locations for November 3 2026 General Election,"(2026, 11, 3)",2
san_augustine,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
san_augustine,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
san_jacinto,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
san_jacinto,election_date,Next election date,Never states it,,no election-day date found in election context,2
san_jacinto,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
san_jacinto,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
san_patricio,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
san_patricio,election_date,Next election date,Never states it,,no election-day date found in election context,3
san_patricio,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
san_patricio,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
san_saba,polling_hours,Polling hours,Matches expected,[elections] Polls will be open from 7:00 a.m. - 7:00 p.m.,parsed 7:00-19:00,2
san_saba,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026 GENERAL ELECTION","(2026, 11, 3)",2
san_saba,registration_deadline,Registration deadline,Matches expected,"[elections] Monday, October 5, 2026","(2026, 10, 5)",2
san_saba,early_voting_window,Early voting window,Matches expected,"[elections] Monday, October 19, 2026:","(2026, 10, 19)..(2026, 10, 30)",2
schleicher,polling_hours,Polling hours,Matches expected,[elections] 7:00 AM to 7:00 PM,parsed 7:00-19:00,2
schleicher,election_date,Next election date,Shows only a past election,"[elections] Election Day: Tuesday, May 26, 2026","latest date stated is (2026, 5, 26), already past",2
schleicher,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
schleicher,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
scurry,polling_hours,Polling hours,Matches expected,[early_voting] Election Day locations are open 7:00 am to 7:00 pm.,parsed 7:00-19:00,4
scurry,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026 General Election","(2026, 11, 3)",4
scurry,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,4
scurry,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,4
shackelford,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
shackelford,election_date,Next election date,Matches expected,"[elections] ELECTIONS TAB NOVEMBER 3, 2026 GENERAL ELECTION","(2026, 11, 3)",2
shackelford,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
shackelford,early_voting_window,Early voting window,States something else,"[elections] Write-In sign up information for the General Election November 3, 2026 (PDF)","states [(2026, 11, 3), (2026, 5, 26)], expected (2026, 10, 19)..(2026, 10, 30)",2
shelby,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
shelby,election_date,Next election date,Never states it,,no election-day date found in election context,2
shelby,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
shelby,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
sherman,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
sherman,election_date,Next election date,Never states it,,no election-day date found in election context,3
sherman,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
sherman,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
smith,polling_hours,Polling hours,Matches expected,"[early_voting] Monday to Friday, October 26 to 30 from 7:00 a.m. to 7:00 p.m.",parsed 7:00-19:00,5
smith,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026 November General Election","(2026, 11, 3)",5
smith,registration_deadline,Registration deadline,Matches expected,"[early_voting] October 5, 2026, Last Day to Register to Vote. You can","(2026, 10, 5)",5
smith,early_voting_window,Early voting window,Matches expected,"[early_voting] October 19, 2026 - First Day of Early Voting by Personal Appearance","(2026, 10, 19)..(2026, 10, 30)",5
somervell,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
somervell,election_date,Next election date,Matches expected,"[elections] NOVEMBER 3, 2026 GENERAL ELECTION INFORMATION","(2026, 11, 3)",3
somervell,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,3
somervell,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
starr,polling_hours,Polling hours,Matches expected,[early_voting] Vote Centers will accept voters from 7 a.m. to 7 p.m. on,parsed 7:00-19:00,5
starr,election_date,Next election date,Matches expected,"[early_voting] November 3, 2026, General and Special Elections","(2026, 11, 3)",5
starr,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
starr,early_voting_window,Early voting window,Matches expected,"[early_voting] Monday, October 19 – Friday, October 30","(2026, 10, 19)..(2026, 10, 30)",5
stephens,polling_hours,Polling hours,Matches expected,"[elections] OCT. 26-30, 2026 (M-F) 7:00AM - 7:00PM",parsed 7:00-19:00,2
stephens,election_date,Next election date,Matches expected,"[elections] November 3, 2026 (Tuesday) 7:00AM-7:00PM","(2026, 11, 3)",2
stephens,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
stephens,early_voting_window,Early voting window,Never states it,,lists days inside the expected window but never states it,2
sterling,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
sterling,election_date,Next election date,Matches expected,"[elections] General Election November 3, 2026","(2026, 11, 3)",2
sterling,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
sterling,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
stonewall,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
stonewall,election_date,Next election date,Matches expected,"[elections] November 3, 2026 General Election","(2026, 11, 3)",2
stonewall,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
stonewall,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
sutton,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
sutton,election_date,Next election date,Never states it,,no election-day date found in election context,2
sutton,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
sutton,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
swisher,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
swisher,election_date,Next election date,Never states it,,no election-day date found in election context,2
swisher,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
swisher,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
tarrant,polling_hours,Polling hours,Matches expected,[early_voting] Tarrant County registered voters on Election Day can vote at any Vote Center location from 7 a.m. to 7 p.m.,parsed 7:00-19:00,5
tarrant,election_date,Next election date,Matches expected,"[early_voting] General Uniform Election Date - November 3, 2026","(2026, 11, 3)",5
tarrant,registration_deadline,Registration deadline,Matches expected,"[early_voting] Monday, October 5, 2026","(2026, 10, 5)",5
tarrant,early_voting_window,Early voting window,Matches expected,"[early_voting] Monday, October 19, 2026 - Friday, October 30, 2026","(2026, 10, 19)..(2026, 10, 30)",5
taylor,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,5
taylor,election_date,Next election date,Matches expected,"[early_voting] NOVEMBER 3, 2026 - JOINT GENERAL AND SPECIAL ELECTIONS","(2026, 11, 3)",5
taylor,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,5
taylor,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,5
terrell,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
terrell,election_date,Next election date,Never states it,,no election-day date found in election context,2
terrell,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
terrell,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
terry,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
terry,election_date,Next election date,Never states it,,no election-day date found in election context,2
terry,registration_deadline,Registration deadline,Never states it,,no date near registration-deadline language,2
terry,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,2
throckmorton,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,3
throckmorton,election_date,Next election date,Matches expected,"[elections] November 3, 2026","(2026, 11, 3)",3
throckmorton,registration_deadline,Registration deadline,Matches expected,"[elections] Last day to register to vote: October 5, 2026","(2026, 10, 5)",3
throckmorton,early_voting_window,Early voting window,Never states it,,no date pair near early-voting language,3
titus,polling_hours,Polling hours,Never states it,,no line with poll-open context and a time range,2
titus,election_date,Next election date,Never states it,,no election-day date found in election context,2
